complaint_id,complaint_text,fault_name,obd_code,fault_category
C958,Experiencing slip and jerk on the highway.,Transmission Fault,P0700,Transmission
C959,Noticed that slip and fluid red in the morning.,Transmission Fault,P0700,Transmission
C960,The mechanic said slip and delayed engagement recently.,Transmission Fault,P0700,Transmission
C961,Dashboard shows slip and hard shift and it is getting worse.,Transmission Fault,P0700,Transmission
C962,Warning light for slip and stuck gear which is dangerous.,Transmission Fault,P0700,Transmission
C963,Lately my vehicle has clutch and transmission every time I drive.,Transmission Fault,P0700,Transmission
C964,There is an issue with clutch and gear,Transmission Fault,P0700,Transmission
C965,I am worried about clutch and shift after it rains.,Transmission Fault,P0700,Transmission
C966,Seems like clutch and slip during long trips.,Transmission Fault,P0700,Transmission
C967,Hearing some noises regarding clutch and automatic at low speeds.,Transmission Fault,P0700,Transmission
C968,Just started noticing clutch and manual when braking.,Transmission Fault,P0700,Transmission
C969,Driving feels bad due to clutch and torque when accelerating.,Transmission Fault,P0700,Transmission
C970,Can someone check the clutch and converter in cold weather.,Transmission Fault,P0700,Transmission
C971,I have a problem with clutch and jerk while driving.,Transmission Fault,P0700,Transmission
C972,My car has clutch and fluid red when I start the car.,Transmission Fault,P0700,Transmission
C973,Experiencing clutch and delayed engagement on the highway.,Transmission Fault,P0700,Transmission
C974,Noticed that clutch and hard shift in the morning.,Transmission Fault,P0700,Transmission
C975,The mechanic said clutch and stuck gear recently.,Transmission Fault,P0700,Transmission
C976,Dashboard shows automatic and transmission and it is getting worse.,Transmission Fault,P0700,Transmission
C977,Warning light for automatic and gear which is dangerous.,Transmission Fault,P0700,Transmission
C978,Lately my vehicle has automatic and shift every time I drive.,Transmission Fault,P0700,Transmission
C979,There is an issue with automatic and slip,Transmission Fault,P0700,Transmission
C980,I am worried about automatic and clutch after it rains.,Transmission Fault,P0700,Transmission
C981,Seems like automatic and manual during long trips.,Transmission Fault,P0700,Transmission
C982,Hearing some noises regarding automatic and torque at low speeds.,Transmission Fault,P0700,Transmission
C983,Just started noticing automatic and converter when braking.,Transmission Fault,P0700,Transmission
C984,Driving feels bad due to automatic and jerk when accelerating.,Transmission Fault,P0700,Transmission
C985,Can someone check the automatic and fluid red in cold weather.,Transmission Fault,P0700,Transmission
C986,I have a problem with automatic and delayed engagement while driving.,Transmission Fault,P0700,Transmission
C987,My car has automatic and hard shift when I start the car.,Transmission Fault,P0700,Transmission
C988,Experiencing automatic and stuck gear on the highway.,Transmission Fault,P0700,Transmission
C989,Noticed that manual and transmission in the morning.,Transmission Fault,P0700,Transmission
C990,The mechanic said manual and gear recently.,Transmission Fault,P0700,Transmission
C991,Dashboard shows manual and shift and it is getting worse.,Transmission Fault,P0700,Transmission
C992,Warning light for manual and slip which is dangerous.,Transmission Fault,P0700,Transmission
C993,Lately my vehicle has manual and clutch every time I drive.,Transmission Fault,P0700,Transmission
C994,There is an issue with manual and automatic,Transmission Fault,P0700,Transmission
C995,I am worried about manual and torque after it rains.,Transmission Fault,P0700,Transmission
C996,Seems like manual and converter during long trips.,Transmission Fault,P0700,Transmission
C997,Hearing some noises regarding manual and jerk at low speeds.,Transmission Fault,P0700,Transmission
C998,Just started noticing manual and fluid red when braking.,Transmission Fault,P0700,Transmission
C999,Driving feels bad due to manual and delayed engagement when accelerating.,Transmission Fault,P0700,Transmission
C1000,Can someone check the manual and hard shift in cold weather.,Transmission Fault,P0700,Transmission
C1001,I have a problem with manual and stuck gear while driving.,Transmission Fault,P0700,Transmission
C1002,My car has torque and transmission when I start the car.,Transmission Fault,P0700,Transmission
C1003,Experiencing torque and gear on the highway.,Transmission Fault,P0700,Transmission
C1004,Noticed that torque and shift in the morning.,Transmission Fault,P0700,Transmission
C1005,The mechanic said torque and slip recently.,Transmission Fault,P0700,Transmission
C1006,Dashboard shows torque and clutch and it is getting worse.,Transmission Fault,P0700,Transmission
C1007,Warning light for torque and automatic which is dangerous.,Transmission Fault,P0700,Transmission
C1008,Lately my vehicle has torque and manual every time I drive.,Transmission Fault,P0700,Transmission
C1009,There is an issue with torque and converter,Transmission Fault,P0700,Transmission
C1010,I am worried about torque and jerk after it rains.,Transmission Fault,P0700,Transmission
C1011,Seems like torque and fluid red during long trips.,Transmission Fault,P0700,Transmission
C1012,Hearing some noises regarding torque and delayed engagement at low speeds.,Transmission Fault,P0700,Transmission
C1013,Just started noticing torque and hard shift when braking.,Transmission Fault,P0700,Transmission
C1014,Driving feels bad due to torque and stuck gear when accelerating.,Transmission Fault,P0700,Transmission
C1015,Can someone check the converter and transmission in cold weather.,Transmission Fault,P0700,Transmission
C1016,I have a problem with converter and gear while driving.,Transmission Fault,P0700,Transmission
C1017,My car has converter and shift when I start the car.,Transmission Fault,P0700,Transmission
C1018,Experiencing converter and slip on the highway.,Transmission Fault,P0700,Transmission
C1019,Noticed that converter and clutch in the morning.,Transmission Fault,P0700,Transmission
C1020,The mechanic said converter and automatic recently.,Transmission Fault,P0700,Transmission
C1021,Dashboard shows converter and manual and it is getting worse.,Transmission Fault,P0700,Transmission
C1022,Warning light for converter and torque which is dangerous.,Transmission Fault,P0700,Transmission
C1023,Lately my vehicle has converter and jerk every time I drive.,Transmission Fault,P0700,Transmission
C1024,There is an issue with converter and fluid red,Transmission Fault,P0700,Transmission
C1025,I am worried about converter and delayed engagement after it rains.,Transmission Fault,P0700,Transmission
C1026,Seems like converter and hard shift during long trips.,Transmission Fault,P0700,Transmission
C1027,Hearing some noises regarding converter and stuck gear at low speeds.,Transmission Fault,P0700,Transmission
C1028,Just started noticing jerk and transmission when braking.,Transmission Fault,P0700,Transmission
C1029,Driving feels bad due to jerk and gear when accelerating.,Transmission Fault,P0700,Transmission
C1030,Can someone check the jerk and shift in cold weather.,Transmission Fault,P0700,Transmission
C1031,I have a problem with jerk and slip while driving.,Transmission Fault,P0700,Transmission
C1032,My car has jerk and clutch when I start the car.,Transmission Fault,P0700,Transmission
C1033,Experiencing jerk and automatic on the highway.,Transmission Fault,P0700,Transmission
C1034,Noticed that jerk and manual in the morning.,Transmission Fault,P0700,Transmission
C1035,The mechanic said jerk and torque recently.,Transmission Fault,P0700,Transmission
C1036,Dashboard shows jerk and converter and it is getting worse.,Transmission Fault,P0700,Transmission
C1037,Warning light for jerk and fluid red which is dangerous.,Transmission Fault,P0700,Transmission
C1038,Lately my vehicle has jerk and delayed engagement every time I drive.,Transmission Fault,P0700,Transmission
C1039,There is an issue with jerk and hard shift,Transmission Fault,P0700,Transmission
C1040,I am worried about jerk and stuck gear after it rains.,Transmission Fault,P0700,Transmission
C1041,Seems like fluid red and transmission during long trips.,Transmission Fault,P0700,Transmission
C1042,Hearing some noises regarding fluid red and gear at low speeds.,Transmission Fault,P0700,Transmission
C1043,Just started noticing fluid red and shift when braking.,Transmission Fault,P0700,Transmission
C1044,Driving feels bad due to fluid red and slip when accelerating.,Transmission Fault,P0700,Transmission
C1045,Can someone check the fluid red and clutch in cold weather.,Transmission Fault,P0700,Transmission
C1046,I have a problem with fluid red and automatic while driving.,Transmission Fault,P0700,Transmission
C1047,My car has fluid red and manual when I start the car.,Transmission Fault,P0700,Transmission
C1048,Experiencing fluid red and torque on the highway.,Transmission Fault,P0700,Transmission
C1049,Noticed that fluid red and converter in the morning.,Transmission Fault,P0700,Transmission
C1050,The mechanic said fluid red and jerk recently.,Transmission Fault,P0700,Transmission
C1051,Dashboard shows fluid red and delayed engagement and it is getting worse.,Transmission Fault,P0700,Transmission
C1052,Warning light for fluid red and hard shift which is dangerous.,Transmission Fault,P0700,Transmission
C1053,Lately my vehicle has fluid red and stuck gear every time I drive.,Transmission Fault,P0700,Transmission
C1054,There is an issue with delayed engagement and transmission,Transmission Fault,P0700,Transmission
C1055,I am worried about delayed engagement and gear after it rains.,Transmission Fault,P0700,Transmission
C1056,Seems like delayed engagement and shift during long trips.,Transmission Fault,P0700,Transmission
C1057,Hearing some noises regarding delayed engagement and slip at low speeds.,Transmission Fault,P0700,Transmission
C1058,Just started noticing delayed engagement and clutch when braking.,Transmission Fault,P0700,Transmission
C1059,Driving feels bad due to delayed engagement and automatic when accelerating.,Transmission Fault,P0700,Transmission
C1060,Can someone check the delayed engagement and manual in cold weather.,Transmission Fault,P0700,Transmission
C1061,I have a problem with delayed engagement and torque while driving.,Transmission Fault,P0700,Transmission
C1062,My car has delayed engagement and converter when I start the car.,Transmission Fault,P0700,Transmission
C1063,Experiencing delayed engagement and jerk on the highway.,Transmission Fault,P0700,Transmission
C1064,Noticed that delayed engagement and fluid red in the morning.,Transmission Fault,P0700,Transmission
C1065,The mechanic said delayed engagement and hard shift recently.,Transmission Fault,P0700,Transmission
C1066,Dashboard shows delayed engagement and stuck gear and it is getting worse.,Transmission Fault,P0700,Transmission
C1067,Warning light for hard shift and transmission which is dangerous.,Transmission Fault,P0700,Transmission
C1068,Lately my vehicle has hard shift and gear every time I drive.,Transmission Fault,P0700,Transmission
C1069,There is an issue with hard shift and shift,Transmission Fault,P0700,Transmission
C1070,I am worried about hard shift and slip after it rains.,Transmission Fault,P0700,Transmission
C1071,Seems like hard shift and clutch during long trips.,Transmission Fault,P0700,Transmission
C1072,Hearing some noises regarding hard shift and automatic at low speeds.,Transmission Fault,P0700,Transmission
C1073,Just started noticing hard shift and manual when braking.,Transmission Fault,P0700,Transmission
C1074,Driving feels bad due to hard shift and torque when accelerating.,Transmission Fault,P0700,Transmission
C1075,Can someone check the hard shift and converter in cold weather.,Transmission Fault,P0700,Transmission
C1076,I have a problem with hard shift and jerk while driving.,Transmission Fault,P0700,Transmission
C1077,My car has hard shift and fluid red when I start the car.,Transmission Fault,P0700,Transmission
C1078,Experiencing hard shift and delayed engagement on the highway.,Transmission Fault,P0700,Transmission
C1079,Noticed that hard shift and stuck gear in the morning.,Transmission Fault,P0700,Transmission
C1080,The mechanic said stuck gear and transmission recently.,Transmission Fault,P0700,Transmission
C1081,Dashboard shows stuck gear and gear and it is getting worse.,Transmission Fault,P0700,Transmission
C1082,Warning light for stuck gear and shift which is dangerous.,Transmission Fault,P0700,Transmission
C1083,Lately my vehicle has stuck gear and slip every time I drive.,Transmission Fault,P0700,Transmission
C1084,There is an issue with stuck gear and clutch,Transmission Fault,P0700,Transmission
C1085,I am worried about stuck gear and automatic after it rains.,Transmission Fault,P0700,Transmission
C1086,Seems like stuck gear and manual during long trips.,Transmission Fault,P0700,Transmission
C1087,Hearing some noises regarding stuck gear and torque at low speeds.,Transmission Fault,P0700,Transmission
C1088,Just started noticing stuck gear and converter when braking.,Transmission Fault,P0700,Transmission
C1089,Driving feels bad due to stuck gear and jerk when accelerating.,Transmission Fault,P0700,Transmission
C1090,Can someone check the stuck gear and fluid red in cold weather.,Transmission Fault,P0700,Transmission
C1091,I have a problem with stuck gear and delayed engagement while driving.,Transmission Fault,P0700,Transmission
C1092,My car has stuck gear and hard shift when I start the car.,Transmission Fault,P0700,Transmission
C1093,I have a problem with misfire and spark while driving.,Engine Misfire,P0300,Engine
C1094,My car has misfire and plug when I start the car.,Engine Misfire,P0300,Engine
C1095,Experiencing misfire and coil on the highway.,Engine Misfire,P0300,Engine
C1096,Noticed that misfire and cylinder in the morning.,Engine Misfire,P0300,Engine
C1097,The mechanic said misfire and shake recently.,Engine Misfire,P0300,Engine
C1098,Dashboard shows misfire and vibrate and it is getting worse.,Engine Misfire,P0300,Engine
C1099,Warning light for misfire and rough idle which is dangerous.,Engine Misfire,P0300,Engine
C1100,Lately my vehicle has misfire and buck every time I drive.,Engine Misfire,P0300,Engine
C1101,There is an issue with misfire and surge,Engine Misfire,P0300,Engine
C1102,I am worried about misfire and ignition after it rains.,Engine Misfire,P0300,Engine
C1103,Seems like misfire and engine light flashing during long trips.,Engine Misfire,P0300,Engine
C1104,Hearing some noises regarding misfire and stumble at low speeds.,Engine Misfire,P0300,Engine
C1105,Just started noticing misfire and pop exhaust when braking.,Engine Misfire,P0300,Engine
C1106,Driving feels bad due to spark and misfire when accelerating.,Engine Misfire,P0300,Engine
C1107,Can someone check the spark and plug in cold weather.,Engine Misfire,P0300,Engine
C1108,I have a problem with spark and coil while driving.,Engine Misfire,P0300,Engine
C1109,My car has spark and cylinder when I start the car.,Engine Misfire,P0300,Engine
C1110,Experiencing spark and shake on the highway.,Engine Misfire,P0300,Engine
C1111,Noticed that spark and vibrate in the morning.,Engine Misfire,P0300,Engine
C1112,The mechanic said spark and rough idle recently.,Engine Misfire,P0300,Engine
C1113,Dashboard shows spark and buck and it is getting worse.,Engine Misfire,P0300,Engine
C1114,Warning light for spark and surge which is dangerous.,Engine Misfire,P0300,Engine
C1115,Lately my vehicle has spark and ignition every time I drive.,Engine Misfire,P0300,Engine
C1116,There is an issue with spark and engine light flashing,Engine Misfire,P0300,Engine
C1117,I am worried about spark and stumble after it rains.,Engine Misfire,P0300,Engine
C1118,Seems like spark and pop exhaust during long trips.,Engine Misfire,P0300,Engine
C1119,Hearing some noises regarding plug and misfire at low speeds.,Engine Misfire,P0300,Engine
C1120,Just started noticing plug and spark when braking.,Engine Misfire,P0300,Engine
C1121,Driving feels bad due to plug and coil when accelerating.,Engine Misfire,P0300,Engine
C1122,Can someone check the plug and cylinder in cold weather.,Engine Misfire,P0300,Engine
C1123,I have a problem with plug and shake while driving.,Engine Misfire,P0300,Engine
C1124,My car has plug and vibrate when I start the car.,Engine Misfire,P0300,Engine
C1125,Experiencing plug and rough idle on the highway.,Engine Misfire,P0300,Engine
C1126,Noticed that plug and buck in the morning.,Engine Misfire,P0300,Engine
C1127,The mechanic said plug and surge recently.,Engine Misfire,P0300,Engine
C1128,Dashboard shows plug and ignition and it is getting worse.,Engine Misfire,P0300,Engine
C1129,Warning light for plug and engine light flashing which is dangerous.,Engine Misfire,P0300,Engine
C1130,Lately my vehicle has plug and stumble every time I drive.,Engine Misfire,P0300,Engine
C1131,There is an issue with plug and pop exhaust,Engine Misfire,P0300,Engine
C1132,I am worried about coil and misfire after it rains.,Engine Misfire,P0300,Engine
C1133,Seems like coil and spark during long trips.,Engine Misfire,P0300,Engine
C1134,Hearing some noises regarding coil and plug at low speeds.,Engine Misfire,P0300,Engine
C1135,Just started noticing coil and cylinder when braking.,Engine Misfire,P0300,Engine
C1136,Driving feels bad due to coil and shake when accelerating.,Engine Misfire,P0300,Engine
C1137,Can someone check the coil and vibrate in cold weather.,Engine Misfire,P0300,Engine
C1138,I have a problem with coil and rough idle while driving.,Engine Misfire,P0300,Engine
C1139,My car has coil and buck when I start the car.,Engine Misfire,P0300,Engine
C1140,Experiencing coil and surge on the highway.,Engine Misfire,P0300,Engine
C1141,Noticed that coil and ignition in the morning.,Engine Misfire,P0300,Engine
C1142,The mechanic said coil and engine light flashing recently.,Engine Misfire,P0300,Engine
C1143,Dashboard shows coil and stumble and it is getting worse.,Engine Misfire,P0300,Engine
C1144,Warning light for coil and pop exhaust which is dangerous.,Engine Misfire,P0300,Engine
C1145,Lately my vehicle has cylinder and misfire every time I drive.,Engine Misfire,P0300,Engine
C1146,There is an issue with cylinder and spark,Engine Misfire,P0300,Engine
C1147,I am worried about cylinder and plug after it rains.,Engine Misfire,P0300,Engine
C1148,Seems like cylinder and coil during long trips.,Engine Misfire,P0300,Engine
C1149,Hearing some noises regarding cylinder and shake at low speeds.,Engine Misfire,P0300,Engine
C1150,Just started noticing cylinder and vibrate when braking.,Engine Misfire,P0300,Engine
C1151,Driving feels bad due to cylinder and rough idle when accelerating.,Engine Misfire,P0300,Engine
C1152,Can someone check the cylinder and buck in cold weather.,Engine Misfire,P0300,Engine
C1153,I have a problem with cylinder and surge while driving.,Engine Misfire,P0300,Engine
C1154,My car has cylinder and ignition when I start the car.,Engine Misfire,P0300,Engine
C1155,Experiencing cylinder and engine light flashing on the highway.,Engine Misfire,P0300,Engine
C1156,Noticed that cylinder and stumble in the morning.,Engine Misfire,P0300,Engine
C1157,The mechanic said cylinder and pop exhaust recently.,Engine Misfire,P0300,Engine
C1158,Dashboard shows shake and misfire and it is getting worse.,Engine Misfire,P0300,Engine
C1159,Warning light for shake and spark which is dangerous.,Engine Misfire,P0300,Engine
C1160,Lately my vehicle has shake and plug every time I drive.,Engine Misfire,P0300,Engine
C1161,There is an issue with shake and coil,Engine Misfire,P0300,Engine
C1162,I am worried about shake and cylinder after it rains.,Engine Misfire,P0300,Engine
C1163,Seems like shake and vibrate during long trips.,Engine Misfire,P0300,Engine
C1164,Hearing some noises regarding shake and rough idle at low speeds.,Engine Misfire,P0300,Engine
C1165,Just started noticing shake and buck when braking.,Engine Misfire,P0300,Engine
C1166,Driving feels bad due to shake and surge when accelerating.,Engine Misfire,P0300,Engine
C1167,Can someone check the shake and ignition in cold weather.,Engine Misfire,P0300,Engine
C1168,I have a problem with shake and engine light flashing while driving.,Engine Misfire,P0300,Engine
C1169,My car has shake and stumble when I start the car.,Engine Misfire,P0300,Engine
C1170,Experiencing shake and pop exhaust on the highway.,Engine Misfire,P0300,Engine
C1171,Noticed that vibrate and misfire in the morning.,Engine Misfire,P0300,Engine
C1172,The mechanic said vibrate and spark recently.,Engine Misfire,P0300,Engine
C1173,Dashboard shows vibrate and plug and it is getting worse.,Engine Misfire,P0300,Engine
C1174,Warning light for vibrate and coil which is dangerous.,Engine Misfire,P0300,Engine
C1175,Lately my vehicle has vibrate and cylinder every time I drive.,Engine Misfire,P0300,Engine
C1176,There is an issue with vibrate and shake,Engine Misfire,P0300,Engine
C1177,I am worried about vibrate and rough idle after it rains.,Engine Misfire,P0300,Engine
C1178,Seems like vibrate and buck during long trips.,Engine Misfire,P0300,Engine
C1179,Hearing some noises regarding vibrate and surge at low speeds.,Engine Misfire,P0300,Engine
C1180,Just started noticing vibrate and ignition when braking.,Engine Misfire,P0300,Engine
C1181,Driving feels bad due to vibrate and engine light flashing when accelerating.,Engine Misfire,P0300,Engine
C1182,Can someone check the vibrate and stumble in cold weather.,Engine Misfire,P0300,Engine
C1183,I have a problem with vibrate and pop exhaust while driving.,Engine Misfire,P0300,Engine
C1184,My car has rough idle and misfire when I start the car.,Engine Misfire,P0300,Engine
C1185,Experiencing rough idle and spark on the highway.,Engine Misfire,P0300,Engine
C1186,Noticed that rough idle and plug in the morning.,Engine Misfire,P0300,Engine
C1187,The mechanic said rough idle and coil recently.,Engine Misfire,P0300,Engine
C1188,Dashboard shows rough idle and cylinder and it is getting worse.,Engine Misfire,P0300,Engine
C1189,Warning light for rough idle and shake which is dangerous.,Engine Misfire,P0300,Engine
C1190,Lately my vehicle has rough idle and vibrate every time I drive.,Engine Misfire,P0300,Engine
C1191,There is an issue with rough idle and buck,Engine Misfire,P0300,Engine
C1192,I am worried about rough idle and surge after it rains.,Engine Misfire,P0300,Engine
C1193,Seems like rough idle and ignition during long trips.,Engine Misfire,P0300,Engine
C1194,Hearing some noises regarding rough idle and engine light flashing at low speeds.,Engine Misfire,P0300,Engine
C1195,Just started noticing rough idle and stumble when braking.,Engine Misfire,P0300,Engine
C1196,Driving feels bad due to rough idle and pop exhaust when accelerating.,Engine Misfire,P0300,Engine
C1197,Can someone check the buck and misfire in cold weather.,Engine Misfire,P0300,Engine
C1198,I have a problem with buck and spark while driving.,Engine Misfire,P0300,Engine
C1199,My car has buck and plug when I start the car.,Engine Misfire,P0300,Engine
C1200,Experiencing buck and coil on the highway.,Engine Misfire,P0300,Engine
C1201,Noticed that buck and cylinder in the morning.,Engine Misfire,P0300,Engine
C1202,The mechanic said buck and shake recently.,Engine Misfire,P0300,Engine
C1203,Dashboard shows buck and vibrate and it is getting worse.,Engine Misfire,P0300,Engine
C1204,Warning light for buck and rough idle which is dangerous.,Engine Misfire,P0300,Engine
C1205,Lately my vehicle has buck and surge every time I drive.,Engine Misfire,P0300,Engine
C1206,There is an issue with buck and ignition,Engine Misfire,P0300,Engine
C1207,I am worried about buck and engine light flashing after it rains.,Engine Misfire,P0300,Engine
C1208,Seems like buck and stumble during long trips.,Engine Misfire,P0300,Engine
C1209,Hearing some noises regarding buck and pop exhaust at low speeds.,Engine Misfire,P0300,Engine
C1210,Just started noticing surge and misfire when braking.,Engine Misfire,P0300,Engine
C1211,Driving feels bad due to surge and spark when accelerating.,Engine Misfire,P0300,Engine
C1212,Can someone check the surge and plug in cold weather.,Engine Misfire,P0300,Engine
C1213,I have a problem with surge and coil while driving.,Engine Misfire,P0300,Engine
C1214,My car has surge and cylinder when I start the car.,Engine Misfire,P0300,Engine
C1215,Experiencing surge and shake on the highway.,Engine Misfire,P0300,Engine
C1216,Noticed that surge and vibrate in the morning.,Engine Misfire,P0300,Engine
C1217,The mechanic said surge and rough idle recently.,Engine Misfire,P0300,Engine
C1218,Dashboard shows surge and buck and it is getting worse.,Engine Misfire,P0300,Engine
C1219,Warning light for surge and ignition which is dangerous.,Engine Misfire,P0300,Engine
C1220,Lately my vehicle has surge and engine light flashing every time I drive.,Engine Misfire,P0300,Engine
C1221,There is an issue with surge and stumble,Engine Misfire,P0300,Engine
C1222,I am worried about surge and pop exhaust after it rains.,Engine Misfire,P0300,Engine
C1223,Seems like ignition and misfire during long trips.,Engine Misfire,P0300,Engine
C1224,Hearing some noises regarding ignition and spark at low speeds.,Engine Misfire,P0300,Engine
C1225,Just started noticing ignition and plug when braking.,Engine Misfire,P0300,Engine
C1226,Driving feels bad due to ignition and coil when accelerating.,Engine Misfire,P0300,Engine
C1227,Can someone check the ignition and cylinder in cold weather.,Engine Misfire,P0300,Engine
C1228,I have a problem with ignition and shake while driving.,Engine Misfire,P0300,Engine
C1229,My car has ignition and vibrate when I start the car.,Engine Misfire,P0300,Engine
C1230,Experiencing ignition and rough idle on the highway.,Engine Misfire,P0300,Engine
C1231,Noticed that ignition and buck in the morning.,Engine Misfire,P0300,Engine
C1232,The mechanic said ignition and surge recently.,Engine Misfire,P0300,Engine
C1233,Dashboard shows ignition and engine light flashing and it is getting worse.,Engine Misfire,P0300,Engine
C1234,Warning light for ignition and stumble which is dangerous.,Engine Misfire,P0300,Engine
C1235,Lately my vehicle has ignition and pop exhaust every time I drive.,Engine Misfire,P0300,Engine
C1236,There is an issue with engine light flashing and misfire,Engine Misfire,P0300,Engine
C1237,I am worried about engine light flashing and spark after it rains.,Engine Misfire,P0300,Engine
C1238,Seems like engine light flashing and plug during long trips.,Engine Misfire,P0300,Engine
C1239,Hearing some noises regarding engine light flashing and coil at low speeds.,Engine Misfire,P0300,Engine
C1240,Just started noticing engine light flashing and cylinder when braking.,Engine Misfire,P0300,Engine
C1241,Driving feels bad due to engine light flashing and shake when accelerating.,Engine Misfire,P0300,Engine
C1242,Can someone check the engine light flashing and vibrate in cold weather.,Engine Misfire,P0300,Engine
C1243,I have a problem with engine light flashing and rough idle while driving.,Engine Misfire,P0300,Engine
C1244,My car has engine light flashing and buck when I start the car.,Engine Misfire,P0300,Engine
C1245,Experiencing engine light flashing and surge on the highway.,Engine Misfire,P0300,Engine
C1246,Noticed that engine light flashing and ignition in the morning.,Engine Misfire,P0300,Engine
C1247,The mechanic said engine light flashing and stumble recently.,Engine Misfire,P0300,Engine
C1248,Dashboard shows engine light flashing and pop exhaust and it is getting worse.,Engine Misfire,P0300,Engine
C1249,Warning light for stumble and misfire which is dangerous.,Engine Misfire,P0300,Engine
C1250,Lately my vehicle has stumble and spark every time I drive.,Engine Misfire,P0300,Engine
C1251,There is an issue with stumble and plug,Engine Misfire,P0300,Engine
C1252,I am worried about stumble and coil after it rains.,Engine Misfire,P0300,Engine
C1253,Seems like stumble and cylinder during long trips.,Engine Misfire,P0300,Engine
C1254,Hearing some noises regarding stumble and shake at low speeds.,Engine Misfire,P0300,Engine
C1255,Just started noticing stumble and vibrate when braking.,Engine Misfire,P0300,Engine
C1256,Driving feels bad due to stumble and rough idle when accelerating.,Engine Misfire,P0300,Engine
C1257,Can someone check the stumble and buck in cold weather.,Engine Misfire,P0300,Engine
C1258,I have a problem with stumble and surge while driving.,Engine Misfire,P0300,Engine
C1259,My car has stumble and ignition when I start the car.,Engine Misfire,P0300,Engine
C1260,Experiencing stumble and engine light flashing on the highway.,Engine Misfire,P0300,Engine
C1261,Noticed that stumble and pop exhaust in the morning.,Engine Misfire,P0300,Engine
C1262,The mechanic said pop exhaust and misfire recently.,Engine Misfire,P0300,Engine
C1263,Dashboard shows pop exhaust and spark and it is getting worse.,Engine Misfire,P0300,Engine
C1264,Warning light for pop exhaust and plug which is dangerous.,Engine Misfire,P0300,Engine
C1265,Lately my vehicle has pop exhaust and coil every time I drive.,Engine Misfire,P0300,Engine
C1266,There is an issue with pop exhaust and cylinder,Engine Misfire,P0300,Engine
C1267,I am worried about pop exhaust and shake after it rains.,Engine Misfire,P0300,Engine
C1268,Seems like pop exhaust and vibrate during long trips.,Engine Misfire,P0300,Engine
C1269,Hearing some noises regarding pop exhaust and rough idle at low speeds.,Engine Misfire,P0300,Engine
C1270,Just started noticing pop exhaust and buck when braking.,Engine Misfire,P0300,Engine
C1271,Driving feels bad due to pop exhaust and surge when accelerating.,Engine Misfire,P0300,Engine
C1272,Can someone check the pop exhaust and ignition in cold weather.,Engine Misfire,P0300,Engine
C1273,I have a problem with pop exhaust and engine light flashing while driving.,Engine Misfire,P0300,Engine
C1274,My car has pop exhaust and stumble when I start the car.,Engine Misfire,P0300,Engine
C1275,I have a problem with air conditioning and ac while driving.,Air Conditioning Failure,P0533,HVAC
C1276,My car has air conditioning and compressor when I start the car.,Air Conditioning Failure,P0533,HVAC
C1277,Experiencing air conditioning and refrigerant on the highway.,Air Conditioning Failure,P0533,HVAC
C1278,Noticed that air conditioning and freon in the morning.,Air Conditioning Failure,P0533,HVAC
C1279,The mechanic said air conditioning and warm air recently.,Air Conditioning Failure,P0533,HVAC
C1280,Dashboard shows air conditioning and cool and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1281,Warning light for air conditioning and hvac which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1282,Lately my vehicle has air conditioning and vent every time I drive.,Air Conditioning Failure,P0533,HVAC
C1283,There is an issue with air conditioning and blows hot,Air Conditioning Failure,P0533,HVAC
C1284,I am worried about air conditioning and condenser after it rains.,Air Conditioning Failure,P0533,HVAC
C1285,Seems like air conditioning and no cold air during long trips.,Air Conditioning Failure,P0533,HVAC
C1286,Hearing some noises regarding air conditioning and ac clutch at low speeds.,Air Conditioning Failure,P0533,HVAC
C1287,Just started noticing air conditioning and blower motor when braking.,Air Conditioning Failure,P0533,HVAC
C1288,Driving feels bad due to ac and air conditioning when accelerating.,Air Conditioning Failure,P0533,HVAC
C1289,Can someone check the ac and compressor in cold weather.,Air Conditioning Failure,P0533,HVAC
C1290,I have a problem with ac and refrigerant while driving.,Air Conditioning Failure,P0533,HVAC
C1291,My car has ac and freon when I start the car.,Air Conditioning Failure,P0533,HVAC
C1292,Experiencing ac and warm air on the highway.,Air Conditioning Failure,P0533,HVAC
C1293,Noticed that ac and cool in the morning.,Air Conditioning Failure,P0533,HVAC
C1294,The mechanic said ac and hvac recently.,Air Conditioning Failure,P0533,HVAC
C1295,Dashboard shows ac and vent and it is getting worse.,Air Conditioning Failure,P0533,HVAC
C1296,Warning light for ac and blows hot which is dangerous.,Air Conditioning Failure,P0533,HVAC
C1297,Lately my vehicle has ac and condenser every time I drive.,Air Conditioning Failure,P0533,HVAC
C1298,There is an issue with ac and no cold air,Air Conditioning Failure,P0533,HVAC
C1299,I am worried about ac and ac clutch after it rains.,Air Conditioning Failure,P0533,HVAC
C1300,Seems like ac and blower motor during long trips.,Air Conditioning Failure,P0533,HVAC
C1301,Hearing some noises regarding compressor and air conditioning at low speeds.,Air Conditioning Failure,P0533,HVAC
C1302,Just started noticing compressor and ac when braking.,Air Conditioning Failure,P0533,HVAC
C1303,Driving feels bad due to compressor and refrigerant when accelerating.,Air Conditioning Failure,P0533,HVAC
